1,1,1689.00,385.00,146.62,332.71,1,-1,-1,-1
1,2,1303.00,503.00,61.51,139.59,1,-1,-1,-1
1,3,1258.00,569.00,40.12,91.05,1,-1,-1,-1
1,4,31.00,525.00,113.37,257.27,1,-1,-1,-1
1,5,1800.00,483.00,94.66,214.81,1,-1,-1,-1
2,1,1689.00,385.00,146.62,332.71,1,-1,-1,-1
2,2,1312.00,503.00,61.51,139.59,1,-1,-1,-1
2,3,1254.00,537.00,52.00,118.00,1,-1,-1,-1
2,4,55.00,542.00,94.66,214.81,1,-1,-1,-1
2,5,1744.00,476.00,123.42,280.06,1,-1,-1,-1
2,6,1641.00,494.00,40.12,91.05,1,-1,-1,-1
3,1,1664.00,418.00,135.42,307.29,1,-1,-1,-1
3,2,1312.00,503.00,61.51,139.59,1,-1,-1,-1
3,3,1234.00,415.00,103.17,234.13,1,-1,-1,-1
3,4,51.00,555.00,87.84,199.32,1,-1,-1,-1
3,5,1742.00,513.00,94.66,214.81,1,-1,-1,-1
3,6,107.00,494.00,103.17,234.13,1,-1,-1,-1
3,7,1776.00,473.00,113.37,257.27,1,-1,-1,-1
4,1,1668.00,371.00,159.84,362.70,1,-1,-1,-1
4,2,1305.00,500.00,67.47,153.11,1,-1,-1,-1
4,3,1852.00,505.00,30.90,70.13,1,-1,-1,-1
4,4,58.00,566.00,79.92,181.35,1,-1,-1,-1
4,5,1742.00,513.00,94.66,214.81,1,-1,-1,-1
4,6,107.00,494.00,103.17,234.13,1,-1,-1,-1
4,7,1759.00,473.00,113.37,257.27,1,-1,-1,-1
5,1,1692.00,371.00,159.84,362.70,1,-1,-1,-1
5,2,1318.00,537.00,52.00,118.00,1,-1,-1,-1
5,3,1852.00,505.00,30.90,70.13,1,-1,-1,-1
5,4,58.00,566.00,79.92,181.35,1,-1,-1,-1
5,5,1643.00,396.00,159.84,362.70,1,-1,-1,-1
5,6,107.00,494.00,103.17,234.13,1,-1,-1,-1
5,7,1848.00,505.00,30.90,70.13,1,-1,-1,-1
6,1,1741.00,473.00,113.37,257.27,1,-1,-1,-1
6,2,1318.00,537.00,52.00,118.00,1,-1,-1,-1
6,3,1333.00,498.00,56.69,128.63,1,-1,-1,-1
6,4,58.00,566.00,79.92,181.35,1,-1,-1,-1
6,5,1666.00,385.00,146.62,332.71,1,-1,-1,-1
6,6,107.00,494.00,103.17,234.13,1,-1,-1,-1
6,7,1849.00,510.00,28.30,64.22,1,-1,-1,-1
7,1,1351.00,506.00,56.69,128.63,1,-1,-1,-1
7,2,1316.00,489.00,67.47,153.11,1,-1,-1,-1
7,3,1263.00,545.00,47.79,108.46,1,-1,-1,-1
7,4,58.00,566.00,79.92,181.35,1,-1,-1,-1
7,5,1668.00,371.00,159.84,362.70,1,-1,-1,-1
7,6,159.00,550.00,40.12,91.05,1,-1,-1,-1
7,7,1849.00,510.00,28.30,64.22,1,-1,-1,-1
8,1,257.00,455.00,113.37,257.27,1,-1,-1,-1
8,2,1322.00,494.00,61.51,139.59,1,-1,-1,-1
8,3,1263.00,545.00,47.79,108.46,1,-1,-1,-1
8,4,58.00,566.00,79.92,181.35,1,-1,-1,-1
8,5,1668.00,371.00,159.84,362.70,1,-1,-1,-1
8,6,123.00,494.00,103.17,234.13,1,-1,-1,-1
8,7,1848.00,505.00,30.90,70.13,1,-1,-1,-1
9,1,1727.00,418.00,135.42,307.29,1,-1,-1,-1
9,2,1326.00,489.00,67.47,153.11,1,-1,-1,-1
9,3,1274.00,551.00,43.62,98.99,1,-1,-1,-1
9,4,266.00,463.00,103.17,234.13,1,-1,-1,-1
9,5,1666.00,385.00,146.62,332.71,1,-1,-1,-1
9,6,142.00,521.00,52.00,118.00,1,-1,-1,-1
9,7,1848.00,505.00,30.90,70.13,1,-1,-1,-1
10,1,1727.00,418.00,135.42,307.29,1,-1,-1,-1
10,2,1326.00,500.00,67.47,153.11,1,-1,-1,-1
10,3,1278.00,545.00,47.79,108.46,1,-1,-1,-1
10,4,266.00,463.00,103.17,234.13,1,-1,-1,-1
10,5,1689.00,385.00,146.62,332.71,1,-1,-1,-1
10,6,146.00,515.00,56.69,128.63,1,-1,-1,-1
10,7,1849.00,510.00,28.30,64.22,1,-1,-1,-1
11,1,1727.00,418.00,135.42,307.29,1,-1,-1,-1
11,2,1326.00,500.00,67.47,153.11,1,-1,-1,-1
11,3,1278.00,545.00,47.79,108.46,1,-1,-1,-1
11,4,266.00,463.00,103.17,234.13,1,-1,-1,-1
11,5,1689.00,385.00,146.62,332.71,1,-1,-1,-1
11,6,171.00,481.00,26.00,59.00,1,-1,-1,-1
11,7,1844.00,367.00,94.66,214.81,1,-1,-1,-1
12,1,1619.00,396.00,159.84,362.70,1,-1,-1,-1
12,2,1326.00,490.00,73.86,167.61,1,-1,-1,-1
12,3,1278.00,545.00,47.79,108.46,1,-1,-1,-1
12,4,266.00,463.00,103.17,234.13,1,-1,-1,-1
12,5,1689.00,408.00,146.62,332.71,1,-1,-1,-1
12,6,-8.00,290.00,207.45,470.74,1,-1,-1,-1
12,7,1837.00,351.00,103.17,234.13,1,-1,-1,-1
13,1,1643.00,408.00,146.62,332.71,1,-1,-1,-1
