1,1,1689.00,385.00,146.62,332.71,1,-1,-1,-1
1,2,1303.00,503.00,61.51,139.59,1,-1,-1,-1
1,3,1258.00,569.00,40.12,91.05,1,-1,-1,-1
1,4,31.00,525.00,113.37,257.27,1,-1,-1,-1
1,5,1800.00,483.00,94.66,214.81,1,-1,-1,-1
2,1,1689.00,385.00,146.62,332.71,1,-1,-1,-1
2,2,1312.00,503.00,61.51,139.59,1,-1,-1,-1
2,3,1254.00,537.00,52.00,118.00,1,-1,-1,-1
2,4,55.00,542.00,94.66,214.81,1,-1,-1,-1
2,5,1744.00,476.00,123.42,280.06,1,-1,-1,-1
2,6,1641.00,494.00,40.12,91.05,1,-1,-1,-1
3,1,1664.00,418.00,135.42,307.29,1,-1,-1,-1
3,2,1312.00,503.00,61.51,139.59,1,-1,-1,-1
3,3,1234.00,415.00,103.17,234.13,1,-1,-1,-1
3,4,51.00,555.00,87.84,199.32,1,-1,-1,-1
3,5,1742.00,513.00,94.66,214.81,1,-1,-1,-1
3,6,1641.00,494.00,40.12,91.05,1,-1,-1,-1
3,7,1776.00,473.00,113.37,257.27,1,-1,-1,-1
3,8,107.00,494.00,103.17,234.13,1,-1,-1,-1
4,1,1668.00,371.00,159.84,362.70,1,-1,-1,-1
4,2,1305.00,500.00,67.47,153.11,1,-1,-1,-1
4,3,1234.00,415.00,103.17,234.13,1,-1,-1,-1
4,4,58.00,566.00,79.92,181.35,1,-1,-1,-1
4,5,1742.00,513.00,94.66,214.81,1,-1,-1,-1
4,6,1641.00,494.00,40.12,91.05,1,-1,-1,-1
4,7,1759.00,473.00,113.37,257.27,1,-1,-1,-1
4,8,107.00,494.00,103.17,234.13,1,-1,-1,-1
4,9,1852.00,505.00,30.90,70.13,1,-1,-1,-1
5,1,1692.00,371.00,159.84,362.70,1,-1,-1,-1
5,2,1318.00,537.00,52.00,118.00,1,-1,-1,-1
5,3,1234.00,415.00,103.17,234.13,1,-1,-1,-1
5,4,58.00,566.00,79.92,181.35,1,-1,-1,-1
5,5,1643.00,396.00,159.84,362.70,1,-1,-1,-1
5,6,1641.00,494.00,40.12,91.05,1,-1,-1,-1
5,7,1759.00,473.00,113.37,257.27,1,-1,-1,-1
5,8,107.00,494.00,103.17,234.13,1,-1,-1,-1
5,9,1848.00,505.00,30.90,70.13,1,-1,-1,-1
6,1,1666.00,385.00,146.62,332.71,1,-1,-1,-1
6,2,1318.00,537.00,52.00,118.00,1,-1,-1,-1
6,3,1234.00,415.00,103.17,234.13,1,-1,-1,-1
6,4,58.00,566.00,79.92,181.35,1,-1,-1,-1
6,5,1643.00,396.00,159.84,362.70,1,-1,-1,-1
6,6,1641.00,494.00,40.12,91.05,1,-1,-1,-1
6,7,1741.00,473.00,113.37,257.27,1,-1,-1,-1
6,8,107.00,494.00,103.17,234.13,1,-1,-1,-1
6,9,1849.00,510.00,28.30,64.22,1,-1,-1,-1
6,10,1333.00,498.00,56.69,128.63,1,-1,-1,-1
7,1,1666.00,385.00,146.62,332.71,1,-1,-1,-1
7,2,1316.00,489.00,67.47,153.11,1,-1,-1,-1
7,3,1234.00,415.00,103.17,234.13,1,-1,-1,-1
7,4,58.00,566.00,79.92,181.35,1,-1,-1,-1
7,5,1643.00,396.00,159.84,362.70,1,-1,-1,-1
7,6,1641.00,494.00,40.12,91.05,1,-1,-1,-1
7,7,1668.00,371.00,159.84,362.70,1,-1,-1,-1
7,8,159.00,550.00,40.12,91.05,1,-1,-1,-1
7,9,1849.00,510.00,28.30,64.22,1,-1,-1,-1
7,10,1351.00,506.00,56.69,128.63,1,-1,-1,-1
7,11,1263.00,545.00,47.79,108.46,1,-1,-1,-1
8,1,1666.00,385.00,146.62,332.71,1,-1,-1,-1
8,2,1316.00,489.00,67.47,153.11,1,-1,-1,-1
8,3,1234.00,415.00,103.17,234.13,1,-1,-1,-1
8,4,58.00,566.00,79.92,181.35,1,-1,-1,-1
8,5,1643.00,396.00,159.84,362.70,1,-1,-1,-1
8,7,1668.00,371.00,159.84,362.70,1,-1,-1,-1
8,8,123.00,494.00,103.17,234.13,1,-1,-1,-1
8,9,1848.00,505.00,30.90,70.13,1,-1,-1,-1
8,10,1322.00,494.00,61.51,139.59,1,-1,-1,-1
8,11,1263.00,545.00,47.79,108.46,1,-1,-1,-1
8,12,1668.00,371.00,159.84,362.70,1,-1,-1,-1
8,13,257.00,455.00,113.37,257.27,1,-1,-1,-1
9,1,1666.00,385.00,146.62,332.71,1,-1,-1,-1
9,2,1316.00,489.00,67.47,153.11,1,-1,-1,-1
9,4,58.00,566.00,79.92,181.35,1,-1,-1,-1
9,5,1643.00,396.00,159.84,362.70,1,-1,-1,-1
9,7,1668.00,371.00,159.84,362.70,1,-1,-1,-1
9,8,142.00,521.00,52.00,118.00,1,-1,-1,-1
9,9,1848.00,505.00,30.90,70.13,1,-1,-1,-1
9,10,1326.00,489.00,67.47,153.11,1,-1,-1,-1
9,11,1274.00,551.00,43.62,98.99,1,-1,-1,-1
9,12,1666.00,385.00,146.62,332.71,1,-1,-1,-1
9,13,266.00,463.00,103.17,234.13,1,-1,-1,-1
9,14,1727.00,418.00,135.42,307.29,1,-1,-1,-1
